Creator,Year,MonthText,Title,tags,url
Cheri Seymour,2010,1,The Last Circle,2010s;Cabinet 7 Row 3;GuestRoom7-3;Printed,http://cannabismuseum.com/omeka/api/items/1368
Stephen Davis,2010,1,To Marrakech by Aeroplane,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7672
Don Winslow,2010,1,Savages,GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/2267
Tara Meixsell,2010,1,Collateral Damage,2010s;GuestRoom3-6;Printed,http://cannabismuseum.com/omeka/api/items/1424
Dr. Seymour Greenbud,2010,1,Green Weed,2010s;GuestRoom5-1;Printed,http://cannabismuseum.com/omeka/api/items/1888
Diego Osorno,2010,1,El Cartel De Sinaloa (Spanish Edition),2010s;GuestRoom1-2;Printed,http://cannabismuseum.com/omeka/api/items/1479
William Morgan,2010,1,"the complete, uncensored history of the Beat generation",2010s;Beat Generation;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7827
Martin Zucker,2010,1,Earthing,2010s;GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/1329
Robin Room,2010,1,Cannabis policy,2010s;GuestRoom2-3;Printed,http://cannabismuseum.com/omeka/api/items/1384
Joseph R. Pietri,2010,1,The King of Nepal,2010s;GuestRoom2-6;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/1366
Nick Schou,2010,1,Orange Sunshine,1970s;2010s;Acid;Brotherhood of Eternal Love;California;Drug;GuestRoom2-7;Hashish;LSD;Marijuana;Printed;Timothy Leary,http://cannabismuseum.com/omeka/api/items/1404
William T. Hathaway,2010,1,Radical Peace: People Refusing War,2010s,http://cannabismuseum.com/omeka/api/items/1555
William T. Hathaway,2010,1,Radical Peace: People Refusing War,2010s;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5767
T.A. Sedlak,2010,1,Anarcho Grow,2010s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1464
Don Lattin,2010,1,The Harvard Psychedelic Club,1950s;Andrew Weil;Drugs;Hallucinogenic;Harvard;LSD;Massachusetts;Printed;Psilocybin;Psychedelic;Ram Dass;Research;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7768
Michael Malott,2009,1,Medical Marijuana,,http://cannabismuseum.com/omeka/api/items/6094
Jesse Feiler,2009,1,Sams Teach Yourself Drupal in 24 Hours,2000s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1473
I.M. Stoned,2009,1,Weed,2000s;GuestRoom3-2;Printed;Weed,http://cannabismuseum.com/omeka/api/items/2150
Stephen Rolles,2009,1,After the War on Drugs,2000s;GuestRoom3-4;Printed,http://cannabismuseum.com/omeka/api/items/1929
Alan Bisbort,2009,1,a guide to an American subculture,2000s;Beat Generation;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7630
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1316
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1412
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1413
Paul Armentano,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1414
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1422
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1628
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1668
Mason Tvert,2009,1,Marijuana is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/1715
Mason Tvert,2009,1,Marijuana Is Safer,2000s;GuestRoom2-4;Printed,http://cannabismuseum.com/omeka/api/items/2068
Daniel Estulin,2009,1,Shadow Masters,2000s;GuestRoom1-5;Printed,http://cannabismuseum.com/omeka/api/items/1634
,2009,1,Marijuana (At Issue Series),GuestRoom2-5;NewHo;Printed;Prnted,http://cannabismuseum.com/omeka/api/items/2277
Arthur Gillard,2009,1,Marijuana (At Issue Series),HannahBkShelf-53;Printed,http://cannabismuseum.com/omeka/api/items/6086
Richard Trainor,2009,1,Paradise Lost?,2000s,http://cannabismuseum.com/omeka/api/items/1632
H.P. Albarelli  Jr.,2009,1,A Terrible Mistake,2000s;GuestRoom1-5;Printed,http://cannabismuseum.com/omeka/api/items/1152
James Oroc,2009,1,Tryptamine Palace: 5-MeO-DMT and the Sonoran Desert Toad,2000s;GuestRoom1-2;Mysticism;Printed,http://cannabismuseum.com/omeka/api/items/1327
Ace Backwords,2009,1,The Legends of LSD,2000s;Acid;LSD;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7613
Heidi Russell,2009,1,The Heart of Rahner,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7865
Brian O'Dea,2009,1,High,2000s,http://cannabismuseum.com/omeka/api/items/1650
Arthur R. Torsone,2009,1,Herb Trader,2000s,http://cannabismuseum.com/omeka/api/items/1367
Marya Smith,2009,1,Don't Tell My Mother...she'll Worry: A Look Inside the Criminal Justice System,2000s,http://cannabismuseum.com/omeka/api/items/1459
Arthur R. Torsone,2009,1,Herb Trader,2000s,http://cannabismuseum.com/omeka/api/items/1636
Marya Smith,2009,1,Don't Tell My Mother...she'll Worry: A Look Inside the Criminal Justice System,2000s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5749
Didier M. Lambert,2009,1,Cannabinoids in Nature and Medicine,2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/1898
Patrick Lane,2009,1,Recollections of a Racketeer: Smuggling Hash and Cash Around the World,2000s;Hash;Hasheesh;Hashish,http://cannabismuseum.com/omeka/api/items/1547
Scott Grant,2009,1,East of Egypt: The Secret War: CIA Drug Operations in South East Asia,2000s,http://cannabismuseum.com/omeka/api/items/1462
Konstantina Georganta,2009,1,The apothecary's chest,2000s;GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/1857
Scott Grant,2009,1,East of Egypt: The Secret War: CIA Drug Operations in South East Asia,2000s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5750
Timothy Leary,2009,1,Leary on Drugs,2000s;LSD;Printed;Psychedelics;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7775
Timothy Leary,2009,1,Leary on Drugs,2000s;LSD;Printed;Psychedelics;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7776
Ralph Metzner,2009,1,Alchemical Divination: Accessing your spiritual intelligence for healing and guidance (The Ecology of Consciousness),2000s;Consciousness;Printed;Ralph Metzner;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7816
Paulo Coelho,2009,1,Eleven Minutes,2000s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1504
Bobcat,2008,1,The Joint Rolling Handbook,2000s;GuestRoom3-4;Printed,http://cannabismuseum.com/omeka/api/items/2027
Mary Sativa,2008,1,Acid Temple Ball,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7868
Joanna Stonebridge,2008,1,I'm Looking for Baby K,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7894
Daniel Estulin,2008,1,The True Story of the Bilderberg Group,2000s;GuestRoom1-5;Printed,http://cannabismuseum.com/omeka/api/items/1469
Daniel Estulin,2008,1,The True Story of the Bilderberg Group,2000s;GuestRoom1-5;NewHo;Printed;Prnted;TempREREScan;TempREscan,http://cannabismuseum.com/omeka/api/items/1757
Matt Stolick,2008,1,Otherwise Law-Abiding Citizens: A Scientific and Moral Assessment of Cannabis Use,2000s;GuestRoom2-3;Printed,http://cannabismuseum.com/omeka/api/items/2134
Osha Neumann,2008,1,A Memoir of the Sixties with Notes for Next Time,1960s;2000s;Autobiography;Biography;Printed;SS-Horowitz Collection;SS-Previous Collection;The Sixties;Working-Leary,http://cannabismuseum.com/omeka/api/items/7834
Michael Largo,2008,1,"Genius and Heroin: The Illustrated Catalogue of Creativity, Obsession, and Reckless Abandon Through the Ages",2000s;Heroin;Illustrated;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7767
Richard Webb,2008,1,Dying to Get High: Marijuana as Medicine,GuestRoom4-3;Printed,http://cannabismuseum.com/omeka/api/items/2181
Terry Melanson,2008,1,Perfectibilists,2000s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1369
Philippe Garner,2008,1,Sixties Design,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7696
Subcool,2008,1,Dank,2000s;GuestRoom5-3;Printed,http://cannabismuseum.com/omeka/api/items/1876
Dan Spencer,2008,1,The Acid Diary,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7885
Shirley Halperin,2008,1,Pot Culture,2000s;GuestRoom1-4;Printed,http://cannabismuseum.com/omeka/api/items/2078
Charles Baudelaire,2008,1,The Flowers of Evil,Baudelaire;Club des Hachichins;HannahBkShelf-52;Poetry;Printed,http://cannabismuseum.com/omeka/api/items/6141
Andrew Pritchard,2008,1,Urban Smuggler,2000s,http://cannabismuseum.com/omeka/api/items/1160
Dale Gieringer,2008,1,Marijuana Medical Handbook: Practical Guide to Therapeutic Uses of Marijuana,2000s;GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/2088
Hugh Wilford,2008,1,The Mighty Wurlitzer,HannahBkShelf-52;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6156
Susan Boyd,2007,1,"Hooked: Drug War Films in Britain, Canada, and the U.S.",2000s;Film;Printed;SS-Horowitz Collection;SS-Previous Collection;War on Drugs;Working-Leary,http://cannabismuseum.com/omeka/api/items/7636
Leslie L. Iversen,2007,1,The Science of Marijuana,2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/1892
Raymond C. Rowe,2007,1,Popular Medicines: An Illustrated History,2000s;GuestRoom4-2;Printed,http://cannabismuseum.com/omeka/api/items/1865
Jay Carter Brown,2007,1,Smuggler's Blues: The Saga of a Marijuana Importer,2000s;Jamaica;Marijuana;Smuggling,http://cannabismuseum.com/omeka/api/items/1552
Jay Carter Brown,2007,1,Smuggler's Blues: The Saga of a Marijuana Importer,Jamaica;Marijuana;Smuggling,http://cannabismuseum.com/omeka/api/items/2184
Jay Carter Brown,2007,1,Smuggler's Blues: The Saga of a Marijuana Importer,Jamaica;Marijuana;Smuggling,http://cannabismuseum.com/omeka/api/items/2188
Roger Steffens,2007,1,The Reggae Scrapbook,2000s;GuestRoom6-2;Printed,http://cannabismuseum.com/omeka/api/items/1357
Howard Marks,2007,1,Senor Nice,2000s;GuestRoom7-2;Printed,http://cannabismuseum.com/omeka/api/items/1374
Alexandre Sauzay,2007,1,Wonders Of Glassmaking In All Ages,2000s;Printed,http://cannabismuseum.com/omeka/api/items/1953
Alexandre Sauzay,2007,1,Wonders Of Glassmaking In All Ages,2000s;HannahBkShelf-56;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5817
Philip Carlo,2007,1,The Ice Man: Confessions of a Mafia Contract Killer,2000s,http://cannabismuseum.com/omeka/api/items/1456
Tim Pilcher,2007,1,The Cannabis Cookbook,,http://cannabismuseum.com/omeka/api/items/2233
Tim Pilcher,2007,1,The Cannabis Cookbook,Printed,http://cannabismuseum.com/omeka/api/items/5863
E.J. Sanna,2007,1,Marijuana: Mind-Altering Weed,GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/2283
Zakesa Md,2007,1,Cion,2000s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1409
David May,2007,1,The Brotherhood of Eternal Love,1970s;2000s;Brotherhood of Eternal Love;California;Counterculture;Crime;Drug Use;Drugs;GuestRoom1-5;Hashish;Hippie;LSD;Mafia;Manufacturing;Marijuana;Printed;Psychedelic;Smuggling;Underground,http://cannabismuseum.com/omeka/api/items/1458
Henry de Monfreid,2007,1,Hashish: A Smuggler's Tale (Penguin Classics),2000s;Hash;Hasheesh;Hashish;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1913
Henry de Monfreid,2007,1,Hashish: A Smuggler's Tale (Penguin Classics),2000s;GuestRoom7-2;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/2154
Tim Weiner,2007,1,Legacy of Ashes,2000s;GuestRoom1-5;Printed,http://cannabismuseum.com/omeka/api/items/1146
Ed Rosenthal,2007,1,"The Big Book of Buds, Volume 3",2000s;GuestRoom5-2;Printed,http://cannabismuseum.com/omeka/api/items/1997
Ed Rosenthal,2007,1,"The Big Book of Buds, Volume 3",2000s;GuestRoom5-2;Printed,http://cannabismuseum.com/omeka/api/items/2011
Christine Van Tuyl,2007,1,Marijuana (Introducing Issues With Opposing Viewpoints),GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/2169
Edward T. Haslam,2007,1,Dr. Mary's Monkey,2000s;Assassin;GuestRoom3-2;John F. Kennedy;Laboratory;Louisiana;New Orleans;Printed,http://cannabismuseum.com/omeka/api/items/1339
Sean O'Reilly,2007,1,21st Century Pirate,2000s,http://cannabismuseum.com/omeka/api/items/1731
Sean O'Reilly,2007,1,21st Century Pirate,2000s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5789
Tod Mikuriya,2007,1,Marijuana Medical Handbook,2000s;GuestRoom4-3;Printed,http://cannabismuseum.com/omeka/api/items/1437
Tod Mikuriya,2007,1,Marijuana Medical Handbook,2000s;GuestRoom4-3;Printed,http://cannabismuseum.com/omeka/api/items/1485
Tod Mikuriya,2007,1,Marijuana Medical Handbook,2000s;GuestRoom4-3;Printed,http://cannabismuseum.com/omeka/api/items/2025
Kurt Vonnegut,2007,1,A Man Without a Country,2000s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1625
Andrea C. Nakaya,2007,1,Marijuana: Marijuana (Compact Research Series),GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/2271
Michka,2007,1,Pourquoi et comment cultiver du chanvre de l'agricole au therapeu,2000s;GuestRoom5-1;Printed,http://cannabismuseum.com/omeka/api/items/1633
Joseph J. Trento,2007,1,The Secret History of the CIA,2000s;GuestRoom1-5;Printed,http://cannabismuseum.com/omeka/api/items/1145
Stephen Holt,2007,1,The Cannabis Revolution ,2010s;Cannabis;HannahBkShelf-35;Needs Photo;Printed;Revolution,http://cannabismuseum.com/omeka/api/items/6825
Ed Pascoe,2006,1,Antique Trader Royal Doulton Price Guide,2000s;GuestRoom6-1;Printed,http://cannabismuseum.com/omeka/api/items/1952
Joseph R. Pietri,2006,1,King of Nepal Ice Wars Edition,2000s,http://cannabismuseum.com/omeka/api/items/2059
Joseph R. Pietri,2006,1,King of Nepal Ice Wars Edition,2000s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5824
Nancy Joyce Peters,2006,1,Howl on Trial,2000s;Censorship;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7828
Eberhard Breitmaier,2006,1,"Terpenes: Flavors, Fragrances, Pharmaca, Pheromones",2000s;GuestRoom3-6;Printed,http://cannabismuseum.com/omeka/api/items/1856
Bill Morgan,2006,1,I Celebrate Myself,2000s;Poetry;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7825
Bill Morgan,2006,1,The Somewhat Private Life of Allen Ginsberg,2000s;Allen Ginsberg;Beat Generation;Poetry;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7826
Ellen T. Schroy,2006,1,Carnival Glass,2000s;GuestRoom6-1;Printed,http://cannabismuseum.com/omeka/api/items/1956
Yvon Chouinard,2006,1,Let My People Go Surfing: The Education of a Reluctant Businessman,2000s;GuestRoom5-3;Printed,http://cannabismuseum.com/omeka/api/items/1331
Mitchell Earleywine,2006,1,Pot Politics,2000s;GuestRoom2-3;Printed,http://cannabismuseum.com/omeka/api/items/1554
Jason King,2006,1,The Cannabible 3,2000s;GuestRoom5-1;Printed,http://cannabismuseum.com/omeka/api/items/2016
Mark F. Moran,2006,1,Warman's Companion: Fenton Glass,2000s;GuestRoom6-1;Printed,http://cannabismuseum.com/omeka/api/items/1950
Daniel Hopsicker,2006,1,Barry & the Boys,2000s;Cabinet 7 Row 3;CIA;GuestRoom7-3;History;Mafia;Printed,http://cannabismuseum.com/omeka/api/items/1626
Daniel Marvin,2006,1,Expendable Elite: One Soldier's Journey into Covert Warfare,2000s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1631
John Higgs,2006,1,The Life of Timothy Leary,Printed;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7733
Franjo Grotenhermen,2006,1,Handbook of Cannabis Therapeutics: From Bench to Bedside (Haworth Series in Integrative Healing),2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/1814
Fitz Hugh Ludlow,2006,1,The Hasheesh Eater,2000s;Fitz Hugh Ludlow;GuestRoom7-1;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/1967
Peter Levenda,2006,1,Sinister Forces-The Manson Secret: A Grimoire of American Political Witchcraft (The Manson Secret),2000s;GuestRoom1-2;Printed,http://cannabismuseum.com/omeka/api/items/1663
Dean Kuipers,2006,1,Burning Rainbow Farm,2000s,http://cannabismuseum.com/omeka/api/items/1397
J. Maarten Troost,2006,1,Getting Stoned with Savages,2000s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1528
W. Benjamin,2006,1,On Hashish,2000s;GuestRoom7-1;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/1907
W. Benjamin,2006,1,On Hashish,2000s;GuestRoom7-1;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/2149
Judy Marks,2006,1,Mr Nice and Mrs Marks,2000s,http://cannabismuseum.com/omeka/api/items/1406
Richard E. Fike,2006,1,The Bottle Book,2000s;NewHo;Printed;Prnted;Temp7/14New,http://cannabismuseum.com/omeka/api/items/1960
Doug Benson,2006,1,The Marijuana-logues: Everything About Pot That We Could Remember,GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/2229
Dave King,2006,1,The Ha-Ha: A Novel,2000s;GuestRoom7-1;Printed,http://cannabismuseum.com/omeka/api/items/1256
John Markoff,2006,1,What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,2000s;GuestRoom1-1;Printed,http://cannabismuseum.com/omeka/api/items/1382
Daniel Pinchbeck,2006,1,the topography of the psychedelic experience,2000s;Hallucinogenic;Hallucinogenic Drugs;Printed;Psychedelic;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7649
G. Laverne Crowell,2006,1,Icex Intelligence,2000s;GuestRoom7-2;Printed,http://cannabismuseum.com/omeka/api/items/1531
Richard Jenkins,2006,1,Cannabis and Young People,2000s;Cannabis;GuestRoom4-4;Printed;Teens,http://cannabismuseum.com/omeka/api/items/2103
Michael D'Antonio,2006,1,Hershey,2000s;GuestRoom1-6;Printed,http://cannabismuseum.com/omeka/api/items/1313
Logan Edwards,2006,1,Grow Great Marijuana: An Uncomplicated Guide to Growing the World's Finest Cannabis,2000s;GuestRoom5-3;Printed,http://cannabismuseum.com/omeka/api/items/2143
Mel,2005,1,Cannabis Cultivation: A Complete Grower's Guide,2000s;Cannabis;Cultivation;Grow;GuestRoom5-2;Guide;Printed,http://cannabismuseum.com/omeka/api/items/2111
